Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher,state_name,county_name
2041,135,2707,295,2540,268,6337,574,3902,348, Louisiana,Assumption Parish
3305,83,5584,701,5080,645,10296,1138,6797,923, Louisiana,Avoyelles Parish
3176,145,4954,1106,4685,849,9345,1701,5700,740, Louisiana,Beauregard Parish
1036,54,1582,191,1457,186,3663,510,2754,326, Louisiana,Bienville Parish
11434,866,19454,5439,16739,4972,29875,7404,17476,3211, Louisiana,Bossier Parish
21094,1594,34358,7595,29565,7483,61379,14135,40601,9850, Louisiana,Caddo Parish
17873,1204,29768,6057,24591,6293,49689,10960,29382,6394, Louisiana,Calcasieu Parish
914,0,1284,224,1089,126,2563,421,1812,162, Louisiana,Caldwell Parish
552,90,517,59,885,47,2299,290,1108,213, Louisiana,Cameron Parish
978,11,1309,190,1329,192,2384,337,1639,198, Louisiana,Catahoula Parish
1135,42,2373,186,2288,255,4283,563,3014,523, Louisiana,Claiborne Parish
1786,105,2663,402,2333,300,4947,563,3340,605, Louisiana,Concordia Parish
2081,68,3334,633,3363,600,7118,862,4699,649, Louisiana,De Soto Parish
61917,7042,64989,24955,52534,19992,102156,33266,60902,19798, Louisiana,East Baton Rouge Parish
941,0,1438,40,791,78,1660,164,996,153, Louisiana,East Carroll Parish
1585,8,2669,279,2338,207,5954,838,3303,490, Louisiana,East Feliciana Parish
3365,67,4642,477,3803,344,8341,1135,5069,587, Louisiana,Evangeline Parish
1553,48,2541,162,2475,336,4940,532,3573,591, Louisiana,Franklin Parish
1720,160,3767,214,3279,237,5671,401,3282,504, Louisiana,Grant Parish
6244,215,9383,1087,8302,1395,18680,2300,10400,1562, Louisiana,Iberia Parish
2852,173,5007,660,4163,691,8892,1279,4973,572, Louisiana,Iberville Parish
1254,67,2005,254,1946,140,4093,684,3188,496, Louisiana,Jackson Parish
33426,3907,63359,19630,54040,15228,115792,29634,72333,17526, Louisiana,Jefferson Parish
2669,96,3922,841,3731,745,8064,1290,5065,632, Louisiana,Jefferson Davis Parish
22550,1599,40188,15927,31835,11384,59165,17785,30732,8376, Louisiana,Lafayette Parish
8618,383,13929,3098,11839,2291,26044,3732,14757,2136, Louisiana,Lafourche Parish
1421,0,1933,349,1902,254,3676,490,2494,272, Louisiana,LaSalle Parish
11913,1248,5965,2356,4608,1631,8922,2829,6329,2384, Louisiana,Lincoln Parish
11201,668,19779,4304,19703,5604,34366,5828,17941,2347, Louisiana,Livingston Parish
1080,29,1841,96,1472,170,2639,341,1567,356, Louisiana,Madison Parish
2310,96,2855,476,2892,332,6656,788,4666,617, Louisiana,Morehouse Parish
6499,212,4364,661,3848,647,8562,1653,6224,1420, Louisiana,Natchitoches Parish
34856,3921,70855,31518,52231,22211,99117,32346,55281,18182, Louisiana,Orleans Parish
15363,1347,21980,5217,19264,5019,37366,8917,22486,5336, Louisiana,Ouachita Parish
1913,142,3106,565,2900,1022,6280,995,3042,344, Louisiana,Plaquemines Parish
1729,0,2475,421,2389,363,6072,821,4444,689, Louisiana,Pointe Coupee Parish
11418,569,17216,3764,15694,3664,33198,6533,20804,4201, Louisiana,Rapides Parish
670,31,973,110,907,113,2305,298,1605,283, Louisiana,Red River Parish
1748,47,2515,161,2538,299,5245,803,3494,555, Louisiana,Richland Parish
1741,79,2858,415,2651,396,6225,719,4825,676, Louisiana,Sabine Parish
3578,184,7826,1276,6265,750,11074,991,5113,485, Louisiana,St. Bernard Parish
4567,456,6640,1716,6800,2429,14885,3343,6880,1407, Louisiana,St. Charles Parish
687,49,1610,220,1431,382,2431,428,1941,206, Louisiana,St. Helena Parish
1785,123,2797,604,2428,513,5850,856,3558,418, Louisiana,St. James Parish
3804,495,5850,996,5202,767,11730,1803,5936,1000, Louisiana,St. John the Baptist Parish
7048,205,10538,1835,9203,1702,20956,2551,13107,1849, Louisiana,St. Landry Parish
4740,192,7334,1330,6458,1040,14226,2058,7911,789, Louisiana,St. Martin Parish
4115,273,6565,810,6055,521,13697,1497,8193,703, Louisiana,St. Mary Parish
19371,1653,29297,9978,32536,12860,70676,23129,41823,13011, Louisiana,St. Tammany Parish
13721,650,19127,3992,16446,3671,31835,6173,18491,3307, Louisiana,Tangipahoa Parish
305,14,369,33,589,31,1129,119,1084,178, Louisiana,Tensas Parish
9332,734,16380,3116,13879,2476,28324,4200,15527,1745, Louisiana,Terrebonne Parish
1733,0,2555,369,2439,303,6168,1164,4524,864, Louisiana,Union Parish
4621,218,7702,1202,7551,1088,15634,2220,9008,1146, Louisiana,Vermilion Parish
7022,550,8803,1638,6077,1280,9469,1696,5823,679, Louisiana,Vernon Parish
3734,119,5528,764,5897,713,11960,1379,8135,794, Louisiana,Washington Parish
3153,239,4794,687,4392,932,10459,1452,7567,1121, Louisiana,Webster Parish
2213,68,3917,1252,3520,1075,6731,1018,3479,535, Louisiana,West Baton Rouge Parish
828,9,1421,134,1359,99,2842,330,2068,338, Louisiana,West Carroll Parish
1356,43,2486,653,2254,483,4646,952,2170,704, Louisiana,West Feliciana Parish
1189,39,1992,232,1867,127,3707,722,2616,339, Louisiana,Winn Parish
9427,920,13046,3671,12897,3657,30180,6428,18603,3260, Maine,Androscoggin
5046,255,6716,1611,7064,1906,20619,3832,15881,2327, Maine,Aroostook
25629,4426,39350,20533,35796,19329,84322,39206,52133,21664, Maine,Cumberland
2977,246,3284,725,2954,922,8914,2071,6437,1634, Maine,Franklin
3596,414,6001,1665,5677,2067,16765,5440,13129,4986, Maine,Hancock
10269,1041,14031,4526,13987,4484,36212,9276,23645,6363, Maine,Kennebec
2564,133,4045,1041,4469,1630,11853,3629,9647,3766, Maine,Knox
2159,161,3330,684,3430,1161,10298,2963,9263,4003, Maine,Lincoln
3945,328,5946,1120,6545,1193,18112,3324,12229,2588, Maine,Oxford
16100,1461,20162,6963,17044,5770,43333,10751,27349,6416, Maine,Penobscot
1038,63,1418,326,1718,335,5393,898,4359,814, Maine,Piscataquis
2160,115,4011,1378,3944,1621,10864,3547,7728,3106, Maine,Sagadahoc
3407,254,5386,752,5774,977,15771,2515,10445,1915, Maine,Somerset
2901,281,4228,1351,4596,1316,11783,3312,8613,3195, Maine,Waldo
2391,103,2940,660,3240,659,9445,1855,7482,1918, Maine,Washington
15268,1949,24301,8344,23350,8852,62005,18276,40625,13381, Maine,York
9075,752,8737,1489,8128,1832,18887,3858,14169,2249, Maryland,Allegany
49962,6658,80951,35128,75265,36337,155087,64708,82281,28130, Maryland,Anne Arundel
73794,9439,114114,46947,100820,46697,221110,86068,139256,46713, Maryland,Baltimore
7643,1042,10206,3337,10962,4158,28126,9030,13252,3744, Maryland,Calvert
2651,180,4124,744,4063,768,9071,1647,5299,993, Maryland,Caroline
14413,2296,18884,7351,19014,9429,51275,18639,27434,6998, Maryland,Carroll
8265,1020,12637,3387,12413,3765,30266,6748,15639,3076, Maryland,Cecil
14151,1361,20406,6104,20602,7116,46384,13661,19412,4032, Maryland,Charles
2271,219,3858,845,3263,817,9200,1759,6737,1459, Maryland,Dorchester
21768,3618,31512,13950,32521,15858,71409,29632,35468,11311, Maryland,Frederick
2262,60,3167,587,3234,1000,8635,1582,6436,1328, Maryland,Garrett
20823,2306,31283,12634,30910,14848,72790,25716,39848,10966, Maryland,Harford
25608,5680,38792,24395,44836,30773,88917,57002,42755,22528, Maryland,Howard
2521,229,1940,753,1661,548,5212,1729,5120,1865, Maryland,Kent
82048,19103,133553,76337,143550,84968,283972,172314,156825,88934, Maryland,Montgomery
89359,9838,133571,46642,122178,42889,243703,80147,116822,34178, Maryland,Prince George's
3759,560,5136,1796,5501,2125,15350,5901,9119,2979, Maryland,Queen Anne's
10618,1223,15453,5677,14301,4934,30482,9638,14091,3453, Maryland,St. Mary's
4249,133,3720,459,2781,363,6350,1019,4174,615, Maryland,Somerset
2371,303,3447,1170,3418,1370,10479,4192,10595,4606, Maryland,Talbot
12085,1154,19668,4177,18443,5304,41729,8815,25239,4750, Maryland,Washington
15478,1069,12142,3550,11229,3121,25338,7023,15847,3882, Maryland,Wicomico
3413,226,5092,1602,5143,1834,15012,4170,14139,3834, Maryland,Worcester
59571,8324,115551,52018,75369,27788,149997,36297,82721,19085, Maryland,Baltimore city
15064,2465,18858,6060,19014,7447,64402,27330,63581,31183, Massachusetts,Barnstable
12151,1084,13214,4405,13175,5010,37619,11677,28620,10064, Massachusetts,Berkshire
51621,6052,71640,23611,68464,23620,159413,45886,93298,19457, Massachusetts,Bristol
1281,185,1751,631,1967,701,5073,2362,4033,2068, Massachusetts,Dukes
72619,11049,96105,37708,93719,41548,222251,92668,130887,44456, Massachusetts,Essex
5068,721,8195,3211,8346,3560,21685,7508,14920,5545, Massachusetts,Franklin
48679,3959,61717,18472,53852,16605,124868,33494,77013,17565, Massachusetts,Hampden
36988,3227,17397,9204,15769,8222,40214,19521,26753,11445, Massachusetts,Hampshire
158038,41380,246588,166559,210197,134065,426625,229097,239915,102511, Massachusetts,Middlesex
665,118,1698,1067,1689,859,3174,1480,1631,922, Massachusetts,Nantucket
60881,16308,89333,57137,87995,57288,198132,103542,115968,45430, Massachusetts,Norfolk
44253,6660,55876,21175,59406,26678,153113,57999,90730,29225, Massachusetts,Plymouth
109687,23847,185420,121897,102604,46698,171547,59322,93712,26941, Massachusetts,Suffolk
80615,11942,105693,42633,100170,42787,236626,85686,126028,35823, Massachusetts,Worcester
496,19,702,69,771,164,3330,484,3711,726, Michigan,Alcona
773,40,1009,119,949,155,2777,475,2257,469, Michigan,Alger
9101,672,13799,3370,13775,3633,32537,6875,18642,3940, Michigan,Allegan
2021,94,2971,630,3048,502,8648,1657,6488,1018, Michigan,Alpena
1508,69,2019,447,2139,568,7109,1880,6189,2140, Michigan,Antrim
959,26,1480,179,1513,155,4735,596,3662,503, Michigan,Arenac
671,64,1032,111,955,148,2428,407,1827,321, Michigan,Baraga
4712,319,6683,1409,7002,1500,17755,3625,10917,2390, Michigan,Barry
8184,591,12528,2805,11882,2999,29821,5290,20411,3319, Michigan,Bay
1078,85,1677,524,1740,533,5325,1249,4545,1714, Michigan,Benzie
12675,905,17956,5094,17533,5716,42396,11156,29744,7953, Michigan,Berrien
3161,170,5301,627,5006,698,12107,1928,7900,1114, Michigan,Branch
12192,681,16266,3179,15654,4006,35987,7421,23230,4569, Michigan,Calhoun
3988,170,5212,742,5645,1543,15463,2729,10455,2034, Michigan,Cass
1854,125,2567,686,2543,889,7962,2027,6204,2389, Michigan,Charlevoix
1675,63,2369,541,2471,453,7844,1416,6802,1618, Michigan,Cheboygan
4721,238,4769,883,4525,1158,10082,2025,6651,1464, Michigan,Chippewa
2117,46,3224,286,3068,456,9044,1171,7121,922, Michigan,Clare
6827,671,9154,3368,9540,4159,22292,6889,12897,2874, Michigan,Clinton
912,104,1293,219,1256,304,4459,718,3461,789, Michigan,Crawford
2357,138,3680,832,3829,1088,10542,2014,8417,1612, Michigan,Delta
1800,127,2653,902,2742,723,7604,1845,5591,1316, Michigan,Dickinson
9639,1031,13825,4521,12988,3797,30352,8483,19600,4510, Michigan,Eaton
2556,193,3648,1041,3678,1284,9573,3188,7192,2539, Michigan,Emmet
35675,2426,49070,11045,48045,11990,112960,23520,69337,12693, Michigan,Genesee
1589,89,2288,242,2391,293,7511,1007,6655,993, Michigan,Gladwin
1173,55,1612,226,1637,247,4434,959,3852,810, Michigan,Gogebic
6830,683,11961,4268,10585,4428,26352,8789,17690,6514, Michigan,Grand Traverse
4524,235,5347,956,5177,936,10679,1606,7037,841, Michigan,Gratiot
4452,248,4800,814,4924,936,12817,2295,8719,1376, Michigan,Hillsdale
7616,931,3850,1364,3397,1352,7799,2388,6123,1800, Michigan,Houghton
2207,162,2932,629,2997,582,9400,1303,7749,1168, Michigan,Huron
56395,7154,41094,18852,32209,13873,64885,21903,38111,13874, Michigan,Ingham
5786,403,8242,1416,8525,1579,17591,2788,9323,1385, Michigan,Ionia
1500,45,2298,474,2336,333,7584,1153,7323,1150, Michigan,Iosco
654,12,886,196,994,82,3486,566,3344,767, Michigan,Iron
19646,1449,8690,2635,6758,2349,14716,4140,8606,2144, Michigan,Isabella
14046,636,19753,4514,18587,4223,44557,9693,27279,5977, Michigan,Jackson
41040,4689,35278,15363,30435,13514,60574,21661,38355,13423, Michigan,Kalamazoo
1184,52,2010,254,2037,205,5193,597,3476,456, Michigan,Kalkaska
61971,8166,101438,42078,80668,31360,159927,54277,85904,25158, Michigan,Kent
96,20,158,21,197,87,607,182,741,255, Michigan,Keweenaw
752,11,990,72,1097,166,3776,358,3288,490, Michigan,Lake
7133,296,9266,1802,9970,2306,27767,5031,15489,2275, Michigan,Lapeer
1389,102,1856,794,1933,958,6436,2476,6502,3256, Michigan,Leelanau
9126,392,11266,2286,11713,3138,27370,5649,18050,3298, Michigan,Lenawee
15607,1988,20080,7415,21919,9357,59580,21435,31372,8845, Michigan,Livingston
509,35,784,160,851,164,1794,337,1354,220, Michigan,Luce
709,55,983,200,1032,259,3418,651,2948,839, Michigan,Mackinac
71907,7871,114772,35293,105675,32266,248659,59634,144390,25275, Michigan,Macomb
1839,115,2463,393,2401,558,7372,1429,6110,1344, Michigan,Manistee
10206,964,7901,2896,7131,2870,17142,5215,12289,3667, Michigan,Marquette
2031,84,3030,515,3027,810,8255,1937,6681,1580, Michigan,Mason
8268,605,4552,892,3999,1064,10553,2427,7822,1718, Michigan,Mecosta
1631,62,2174,396,2446,487,7109,995,5456,920, Michigan,Menominee
7036,942,10257,3965,9816,4237,23310,8046,14991,4280, Michigan,Midland
1109,48,1590,223,1573,218,4219,579,3057,440, Michigan,Missaukee
12174,923,17065,3896,17563,4224,44367,8941,26204,4520, Michigan,Monroe
5055,264,7747,1079,7564,1035,17980,2268,10823,1500, Michigan,Montcalm
495,84,684,137,773,115,3025,362,2907,396, Michigan,Montmorency
14619,715,22486,3957,20720,4599,46615,8934,28541,5847, Michigan,Muskegon
3695,147,5426,971,5274,1047,13922,2019,9112,1573, Michigan,Newaygo
102898,18902,163011,87647,156899,87002,359302,166735,205052,76362, Michigan,Oakland
2262,74,2582,421,2779,406,7342,1301,5382,1402, Michigan,Oceana
1362,61,1964,214,2028,308,6403,761,5275,622, Michigan,Ogemaw
296,12,319,105,449,75,2004,268,2083,355, Michigan,Ontonagon
1697,45,2495,376,2493,437,6522,846,4803,654, Michigan,Osceola
531,26,719,61,674,83,2517,318,2227,189, Michigan,Oscoda
1917,186,2662,563,2538,783,7141,1400,5076,1359, Michigan,Otsego
38935,3791,34231,12820,33629,13018,68590,23026,41893,11867, Michigan,Ottawa
725,68,892,97,1156,295,3993,654,3892,731, Michigan,Presque Isle
1281,42,1841,228,1880,304,7575,1278,7617,1121, Michigan,Roscommon
18528,1055,23423,5616,20939,5843,51800,10186,35801,5869, Michigan,Saginaw
12851,706,17416,3557,18023,4290,48337,8162,29036,4992, Michigan,St. Clair
4904,165,7303,994,7027,1033,16029,2584,10567,2002, Michigan,St. Joseph
3007,181,4165,687,4415,764,12088,1525,8678,1182, Michigan,Sanilac
492,31,625,111,776,111,2634,366,2132,375, Michigan,Schoolcraft
5724,330,7847,1632,7941,1573,20080,3321,12149,1660, Michigan,Shiawassee
4037,239,5832,905,5871,1102,15733,1857,10506,1246, Michigan,Tuscola
5943,327,8199,1680,8861,2013,21367,4417,13258,3130, Michigan,Van Buren
68856,13959,52402,33127,42112,25352,85446,45945,49308,23799, Michigan,Washtenaw
157591,14122,243060,63895,208587,55484,465851,110776,264487,52751, Michigan,Wayne
2419,199,3891,504,3665,745,9325,1742,6197,1214, Michigan,Wexford
808,75,1229,221,1285,214,4717,866,5144,933, Minnesota,Aitkin
27611,2801,46057,16215,46539,17385,98607,29042,47405,10146, Minnesota,Anoka
2422,167,3577,920,3802,1175,9038,1999,6876,1722, Minnesota,Becker
6203,483,5781,1673,5027,1587,10490,2867,7216,2205, Minnesota,Beltrami
3226,271,6155,1813,5411,1559,9666,2121,5527,813, Minnesota,Benton
317,79,502,109,451,98,1412,198,1281,157, Minnesota,Big Stone
14668,1195,8905,3369,7153,3053,13928,4536,8931,2592, Minnesota,Blue Earth
2362,324,2798,870,2663,674,6635,1535,5243,767, Minnesota,Brown
2629,210,4252,924,4535,1350,10117,2122,6057,1125, Minnesota,Carlton
8143,1304,11035,5767,14616,8491,29019,14201,11628,3991, Minnesota,Carver
1748,70,2709,501,2759,726,8459,1884,7406,1836, Minnesota,Cass
919,113,1392,335,1278,261,3079,612,2496,357, Minnesota,Chippewa
4219,351,6663,1402,7049,2050,16425,3507,8265,1295, Minnesota,Chisago
9371,722,9059,3305,7799,3214,13515,4576,8194,2084, Minnesota,Clay
601,54,905,121,1011,235,2325,378,1788,294, Minnesota,Clearwater
271,23,610,302,533,249,1673,460,1466,719, Minnesota,Cook
745,36,1169,297,1142,314,2931,511,2568,437, Minnesota,Cottonwood
4356,364,7113,1616,6979,1959,17667,4233,14133,3522, Minnesota,Crow Wing
33556,5601,55212,24892,56009,27481,115785,48881,57425,18845, Minnesota,Dakota
1632,99,2359,578,2742,968,5524,1428,2981,529, Minnesota,Dodge
2600,173,4332,1260,4090,1320,10007,2469,8420,1941, Minnesota,Douglas
902,51,1390,295,1461,411,3878,631,3134,494, Minnesota,Faribault
1395,130,2181,529,2362,721,5593,1147,4299,806, Minnesota,Fillmore
2005,118,3470,646,3303,660,8300,1459,6699,967, Minnesota,Freeborn
3206,363,5371,1534,5402,1502,13127,3359,8780,2109, Minnesota,Goodhue
374,53,598,99,670,153,1582,322,1382,220, Minnesota,Grant
106927,24440,212073,120947,167423,91757,314256,149427,170418,70485, Minnesota,Hennepin
1280,175,1877,607,2063,647,5518,1280,3871,775, Minnesota,Houston
1267,57,1876,401,2165,610,6046,1531,5223,1647, Minnesota,Hubbard
2961,251,5073,985,4798,904,11072,2156,6122,963, Minnesota,Isanti
3063,211,4369,1107,4981,1479,13026,2586,10216,2342, Minnesota,Itasca
666,93,1025,330,1176,381,2786,561,2152,338, Minnesota,Jackson
1170,85,1583,219,1821,392,4800,689,3251,382, Minnesota,Kanabec
3589,414,5210,1260,4716,1218,11025,2582,7854,1639, Minnesota,Kandiyohi
306,12,361,138,421,107,1263,305,1032,246, Minnesota,Kittson
865,101,1161,263,1261,306,3884,416,3054,469, Minnesota,Koochiching
443,41,546,144,672,143,1963,397,1791,250, Minnesota,Lac qui Parle
602,10,1010,300,1136,354,3240,855,2718,826, Minnesota,Lake
164,17,326,45,403,74,1193,195,886,154, Minnesota,Lake of the Woods
2115,259,3067,967,3483,881,7956,1623,4829,976, Minnesota,Le Sueur
368,48,547,149,582,165,1462,310,1398,144, Minnesota,Lincoln
2774,292,3144,1089,3055,1046,6243,1480,3986,676, Minnesota,Lyon
2792,226,4281,817,4274,855,9634,1826,6545,856, Minnesota,McLeod
417,18,543,58,561,59,1277,183,964,143, Minnesota,Mahnomen
690,73,990,235,975,258,2608,506,1972,254, Minnesota,Marshall
1468,71,2203,514,1861,525,5436,1090,4555,749, Minnesota,Martin
1714,108,2275,517,2661,569,6345,1141,4486,841, Minnesota,Meeker
1826,63,3033,305,3044,460,7060,1092,4671,758, Minnesota,Mille Lacs
2360,195,3650,686,3800,718,9246,1560,6267,1013, Minnesota,Morrison
3025,291,4696,1082,5003,1480,9832,1965,7306,1425, Minnesota,Mower
543,75,752,207,839,269,2278,409,2103,354, Minnesota,Murray
4324,388,4507,1616,4155,1498,8182,2756,5317,1620, Minnesota,Nicollet
1843,197,2872,560,2455,344,5171,644,3488,593, Minnesota,Nobles
474,53,583,147,750,171,1780,327,1396,214, Minnesota,Norman
11987,2239,22445,11770,20140,10502,38760,16281,23348,8450, Minnesota,Olmsted
4073,355,5499,1477,5912,1614,16497,3944,13579,3308, Minnesota,Otter Tail
1122,105,1851,380,1688,346,3664,733,2545,424, Minnesota,Pennington
2081,75,3176,469,3541,580,8741,1285,5874,837, Minnesota,Pine
637,72,1013,229,878,223,2415,523,1903,349, Minnesota,Pipestone
2716,245,3943,1173,3357,1043,8221,1891,5674,1256, Minnesota,Polk
679,65,1251,381,1157,295,3023,643,2619,526, Minnesota,Pope
54266,9255,90568,42067,66675,29761,129157,52706,76738,28918, Minnesota,Ramsey
228,17,386,49,522,87,1092,199,802,119, Minnesota,Red Lake
1124,111,1587,432,1564,437,4061,681,3218,438, Minnesota,Redwood
1057,76,1539,299,1570,305,4110,594,3002,360, Minnesota,Renville
9813,533,7451,2110,7724,1957,16652,4719,10026,3054, Minnesota,Rice
648,88,1006,384,1066,375,2421,491,1866,261, Minnesota,Rock
1220,73,1500,404,1807,442,4520,843,2562,418, Minnesota,Roseau
25389,2959,22928,7936,22185,7152,53508,15113,37627,9745, Minnesota,St. Louis
11167,1693,17679,6895,21541,10452,39276,15726,15137,4246, Minnesota,Scott
7668,635,12768,3613,13421,4177,25182,6352,10261,2240, Minnesota,Sherburne
1051,67,1649,371,1787,336,4186,593,2692,393, Minnesota,Sibley
23846,2001,19582,5866,17609,5582,37669,10526,23088,4930, Minnesota,Stearns
2903,284,4320,1148,4289,1347,9718,2697,6252,1193, Minnesota,Steele
1881,254,1167,528,977,403,2042,521,1649,329, Minnesota,Stevens
594,52,1057,229,1055,204,2496,499,2044,369, Minnesota,Swift
1778,126,2354,415,2568,338,6844,1002,5121,798, Minnesota,Todd
143,9,420,90,344,76,930,153,822,121, Minnesota,Traverse
1465,156,2291,541,2322,698,6268,1371,4562,1050, Minnesota,Wabasha
953,68,1465,145,1463,148,3455,533,2863,450, Minnesota,Wadena
1450,103,2359,493,2446,559,4851,1002,3259,711, Minnesota,Waseca
20311,3255,29694,13742,33521,18246,72434,31934,36910,12467, Minnesota,Washington
865,54,1300,210,1160,225,2773,449,2189,264, Minnesota,Watonwan
477,50,642,250,717,227,1846,360,1181,206, Minnesota,Wilkin
10172,512,5926,1828,5003,1532,12132,3610,8331,2470, Minnesota,Winona
9817,1139,15976,5371,19372,7321,35091,9624,16361,3364, Minnesota,Wright
724,43,1088,224,1091,230,2672,392,1978,332, Minnesota,Yellow Medicine
2477,39,3880,471,4112,869,8593,1453,5716,1097, Mississippi,Adams
2912,57,4656,939,4689,913,9424,1507,6755,1012, Mississippi,Alcorn
819,74,1338,176,1191,243,3671,361,2826,354, Mississippi,Amite
1483,99,2044,180,2011,382,4721,666,3510,482, Mississippi,Attala
770,26,817,57,1142,46,2304,338,1430,216, Mississippi,Benton
3314,134,4380,907,3742,972,7716,1728,4780,1260, Mississippi,Bolivar
1189,30,1597,172,1651,179,3955,528,2663,284, Mississippi,Calhoun
834,36,854,107,1126,233,3017,336,2301,218, Mississippi,Carroll
1549,0,2126,359,1912,202,4418,570,2894,281, Mississippi,Chickasaw
678,31,819,216,975,175,2219,424,1771,289, Mississippi,Choctaw
1905,27,785,255,975,175,1996,411,1452,408, Mississippi,Claiborne
1344,30,1870,186,1651,254,4227,505,3147,414, Mississippi,Clarke
1710,59,2484,531,2299,610,5112,882,3507,712, Mississippi,Clay
2457,112,2874,341,2544,441,5625,973,3400,621, Mississippi,Coahoma
2965,126,3428,562,3246,457,7455,1024,4794,709, Mississippi,Copiah
1820,46,2188,309,2368,391,4675,703,3221,433, Mississippi,Covington
15753,1105,22929,6108,25481,7820,45804,11568,22631,3757, Mississippi,DeSoto
10956,689,11265,3465,8938,2800,16623,4288,9996,2448, Mississippi,Forrest
597,0,803,85,929,79,2081,255,1489,218, Mississippi,Franklin
